Complex,E2_gene_name,E3_gene_name,E2_uniprot,E3_uniprot,UB_I44_E2_distance(angstrom),Ub_Cterm_Cys_distance(angstrom),dG_AB,dG_AC,dG_BC,dSASA_AB,dSASA_AC,dSASA_BC,dSASA_hphobic_AB,dSASA_hphobic_AC,dSASA_hphobic_BC,dSASA_polar_AB,dSASA_polar_AC,dSASA_polar_BC,ipSAE_AB,ipSAE_AC,ipSAE_BC,linchpin,maxPAE_AB,maxPAE_AC,maxPAE_BC,meanPAE_AB,meanPAE_AC,meanPAE_BC,minPAE_AB,minPAE_AC,minPAE_BC,n_hbonds_AB,n_hbonds_AC,n_hbonds_BC,n_res_AB,n_res_AC,n_res_BC,pDockQ2_AB,pDockQ2_AC,pDockQ2_BC,pDockQ_AB,pDockQ_AC,pDockQ_BC,unsat_hbonds_AB,unsat_hbonds_AC,unsat_hbonds_BC,set_id,predicted_probability,predicted_label
UB-UBE2A-RNF126,UBE2A,RNF126,P49459,Q9BV68,7.232101917266846,4.892327785491943,-44.157,-69.376,-52.315,1857.699,2800.373,2457.991,930.235,1444.655,1346.8,927.465,1355.719,1111.19,0.788816,0.671575,0.77266,False,13.96,7.46,21.61,3.2,2.85,2.58,1.11,1.15,1.08,13.0,18.0,9.0,66.0,113.0,105.0,0.7856,0.6927,0.8312,0.5896,0.1959,0.2228,9.0,15.0,15.0,training-validation_set_nonpair,0.089774966,nonpair
UB-UBE2A-TRIM31,UBE2A,TRIM31,P49459,Q9BZY9,7.300729751586914,4.890095233917236,-37.577,-55.91,-53.994,1724.338,2852.782,2657.523,862.233,1355.541,1314.193,862.104,1497.241,1343.329,0.772563,0.648969,0.790655,False,22.11,4.07,11.98,4.25,2.22,2.24,1.21,1.18,1.01,7.0,14.0,11.0,67.0,110.0,105.0,0.6713,0.8112,0.8266,0.544,0.2292,0.2417,6.0,17.0,17.0,training-validation_set_nonpair,0.67951745,pair
UB-UBE2A-RAD18,UBE2A,RAD18,P49459,Q9NS91,7.328912734985352,4.695994853973389,-56.602,-94.352,-63.088,2953.832,4248.442,2583.17,1706.8,2320.394,1438.295,1247.032,1928.049,1144.875,0.6852,0.588377,0.745005,False,15.16,5.7,28.34,4.15,3.02,6.67,1.72,1.46,1.13,10.0,22.0,14.0,94.0,141.0,106.0,0.7172,0.7104,0.2461,0.5753,0.1707,0.2329,11.0,18.0,14.0,training-validation_set_pair,0.49550807,pair
UB-UBE2A-FANCL,UBE2A,FANCL,P49459,Q9NW38,7.707244873046875,5.092401027679443,-21.321,-54.946,-38.89,1299.556,2865.04,2188.343,699.849,1524.682,1092.083,599.707,1340.358,1096.26,0.502527,0.302204,0.702308,False,20.91,4.94,3.49,5.67,4.33,1.82,2.03,2.96,1.2,3.0,9.0,6.0,62.0,112.0,90.0,0.4843,0.4506,0.8317,0.4925,0.0267,0.2358,7.0,23.0,23.0,training-validation_set_nonpair,0.24794629,nonpair
UB-UBE2A-KCMF1,UBE2A,KCMF1,P49459,Q9P0J7,8.50350284576416,4.782290935516357,-13.523,-45.975,-43.3,2012.275,2832.233,2349.187,821.652,1283.702,1144.72,1190.623,1548.532,1204.467,0.015536,0.0,0.0,False,24.77,25.8,25.42,17.46,23.34,19.55,8.27,21.36,13.43,7.0,14.0,9.0,75.0,104.0,95.0,0.0171,0.01,0.0137,0.1743,0.0582,0.0758,21.0,19.0,12.0,training-validation_set_pair,0.030941134,nonpair
UB-UBE2A-TRIM33,UBE2A,TRIM33,P49459,Q9UPN9,7.833214282989502,4.3760986328125,329.136,272.329,-41.241,1706.736,3139.162,2387.797,736.7,1584.036,1109.036,970.036,1555.126,1278.762,0.028102,0.0,0.0,False,21.86,23.31,24.5,12.06,21.44,18.47,4.16,19.16,13.27,13.0,20.0,17.0,63.0,116.0,84.0,0.0557,0.0098,0.0129,0.3224,0.0247,0.072,19.0,27.0,25.0,training-validation_set_nonpair,0.36869398,nonpair
UB-UBE2D1-MDM4,UBE2D1,MDM4,P51668,O15151,7.536259651184082,4.021187782287598,-34.121,-71.784,-55.182,1922.647,2966.135,2552.49,1085.713,1591.262,1301.703,836.934,1374.872,1250.787,0.748014,0.652962,0.756316,False,14.09,2.92,13.92,3.37,1.87,2.1,1.18,1.16,1.14,4.0,14.0,10.0,71.0,113.0,108.0,0.7418,0.7013,0.87,0.5798,0.122,0.2629,8.0,19.0,21.0,training-validation_set_pair,0.91231245,pair
UB-UBE2D1-MID1,UBE2D1,MID1,P51668,O15344,7.258849620819092,4.143624782562256,-47.182,-67.498,-60.342,2038.702,3014.813,2513.895,1105.762,1673.521,1359.194,932.939,1341.292,1154.701,0.764361,0.624754,0.747871,True,20.09,18.97,10.05,3.95,3.28,2.01,1.31,1.15,1.16,9.0,12.0,13.0,72.0,115.0,105.0,0.6765,0.6593,0.8279,0.5461,0.1932,0.3142,6.0,20.0,19.0,training-validation_set_pair,0.99890184,pair
UB-UBE2D1-SIAH2,UBE2D1,SIAH2,P51668,O43255,7.247045993804932,4.172248363494873,-46.541,-67.231,-54.78,1751.043,2824.026,2471.816,997.521,1594.713,1297.539,753.521,1229.313,1174.277,0.783644,0.708896,0.785627,True,18.66,3.89,7.91,3.47,1.86,1.73,1.24,1.06,1.0,9.0,12.0,13.0,63.0,109.0,102.0,0.7337,0.8237,0.8475,0.5381,0.1414,0.2172,5.0,14.0,11.0,training-validation_set_pair,0.985036,pair
UB-UBE2D1-TRIM3,UBE2D1,TRIM3,P51668,O75382,7.30875825881958,4.295372486114502,-51.186,-71.438,-54.482,1875.724,2843.871,2545.387,1030.565,1666.782,1405.417,845.159,1177.089,1139.971,0.743378,0.628176,0.763846,True,20.02,22.05,9.77,4.19,4.07,1.88,1.41,1.18,1.06,8.0,11.0,7.0,61.0,106.0,100.0,0.6391,0.5557,0.8368,0.5191,0.1443,0.2237,4.0,17.0,16.0,training-validation_set_pair,0.98248714,pair
UB-UBE2D1-RNF8,UBE2D1,RNF8,P51668,O76064,7.24927282333374,3.9840807914733887,-50.792,-72.499,-64.979,2190.557,3130.684,2549.594,1110.305,1596.523,1348.107,1080.252,1534.161,1201.487,0.804215,0.738414,0.806971,True,15.28,13.16,6.61,2.94,2.59,1.66,1.15,1.0,0.97,10.0,12.0,12.0,73.0,120.0,103.0,0.805,0.7539,0.884,0.5901,0.1844,0.2549,9.0,13.0,15.0,training-validation_set_pair,0.90627605,pair
UB-UBE2D1-UBE4B,UBE2D1,UBE4B,P51668,O95155,7.343820095062256,4.060549736022949,-44.467,-69.631,-54.145,1784.227,3009.368,2337.86,1112.391,1801.328,1326.394,671.836,1208.04,1011.466,0.767038,0.606496,0.735523,True,17.97,4.47,2.52,3.42,2.5,1.67,1.29,1.58,1.07,5.0,10.0,9.0,63.0,111.0,99.0,0.7432,0.7204,0.8287,0.5712,0.096,0.1872,4.0,17.0,15.0,training-validation_set_pair,0.93293643,pair
UB-UBE2D1-TRIM27,UBE2D1,TRIM27,P51668,P14373,7.28061580657959,4.107624053955078,-50.315,-68.057,-59.812,1984.891,2930.42,2621.961,1030.568,1623.505,1272.491,954.323,1306.916,1349.469,0.8053,0.685043,0.805103,True,18.12,5.67,10.91,3.37,2.3,1.84,1.17,1.09,1.01,6.0,9.0,9.0,65.0,110.0,106.0,0.7706,0.8086,0.8882,0.589,0.2078,0.2708,11.0,15.0,18.0,training-validation_set_pair,0.9827932,pair
UB-UBE2D1-TRIM21,UBE2D1,TRIM21,P51668,P19474,7.329010963439941,4.020508766174316,-54.564,-70.725,-62.416,1847.528,2713.54,2616.116,978.212,1517.172,1403.227,869.316,1196.368,1212.889,0.785293,0.710535,0.813868,True,16.81,5.14,10.26,3.47,2.21,1.71,1.23,1.03,0.98,12.0,12.0,12.0,67.0,109.0,106.0,0.7569,0.8139,0.905,0.578,0.2318,0.2255,3.0,17.0,17.0,training-validation_set_pair,0.9545481,pair
UB-UBE2D1-CBL,UBE2D1,CBL,P51668,P22681,7.24418830871582,4.0721821784973145,-54.16,-72.58,-59.946,2069.969,3003.249,2614.474,1171.153,1619.287,1493.15,898.816,1383.962,1121.324,0.806707,0.721836,0.795094,True,16.3,5.4,12.66,3.07,2.2,2.48,1.17,1.08,0.97,8.0,12.0,12.0,80.0,123.0,104.0,0.7911,0.8364,0.8173,0.5904,0.1933,0.352,6.0,16.0,18.0,training-validation_set_pair,0.9566538,pair
UB-UBE2D1-TRIM23,UBE2D1,TRIM23,P51668,P36406,7.297892570495605,3.981176853179932,-47.394,-70.167,-54.077,1651.442,2834.907,2368.233,877.475,1526.644,1264.871,773.968,1308.263,1103.362,0.781358,0.68694,0.770946,True,16.64,4.26,8.96,3.23,2.03,2.05,1.2,1.19,1.05,9.0,11.0,10.0,60.0,108.0,101.0,0.7715,0.817,0.8296,0.5843,0.1087,0.2119,3.0,11.0,12.0,training-validation_set_pair,0.9721457,pair
UB-UBE2D1-BRCA1,UBE2D1,BRCA1,P51668,P38398,7.2508544921875,4.023554801940918,-50.515,-70.633,-53.893,2135.199,3183.413,2590.435,1293.03,1773.165,1453.248,842.17,1410.249,1137.187,0.775776,0.643307,0.799546,False,21.03,4.44,9.68,4.07,2.49,2.07,1.25,1.19,1.02,5.0,10.0,7.0,69.0,114.0,104.0,0.687,0.7481,0.8451,0.554,0.1957,0.2751,3.0,13.0,14.0,training-validation_set_pair,0.9968244,pair
UB-UBE2D1-RBX1,UBE2D1,RBX1,P51668,P62877,7.291411399841309,4.008654594421387,-53.089,-76.934,-58.381,2378.167,3204.092,2704.34,1250.845,1799.138,1388.66,1127.321,1404.954,1315.68,0.780157,0.655701,0.786619,False,16.22,25.55,8.76,3.44,5.13,1.97,1.23,1.39,1.04,9.0,14.0,13.0,81.0,118.0,110.0,0.7346,0.5494,0.8091,0.5668,0.1505,0.2908,13.0,20.0,20.0,training-validation_set_pair,0.9983936,pair
UB-UBE2D1-RNF4,UBE2D1,RNF4,P51668,P78317,7.297628879547119,4.088747024536133,-57.512,-85.518,-61.659,1739.105,2982.544,2324.976,932.972,1611.774,1294.127,806.134,1370.77,1030.849,0.768812,0.619826,0.780938,True,13.08,5.36,8.22,3.21,2.3,1.8,1.17,1.27,0.99,11.0,21.0,14.0,62.0,111.0,101.0,0.7569,0.7417,0.8524,0.5756,0.1373,0.3113,5.0,19.0,20.0,training-validation_set_pair,0.9977731,pair
UB-UBE2D1-XIAP,UBE2D1,XIAP,P51668,P98170,7.113212585449219,4.422889709472656,-46.183,-64.468,-53.031,1999.268,2946.563,2546.062,1175.586,1608.587,1327.946,823.682,1337.977,1218.116,0.700629,0.548818,0.770646,False,20.47,5.83,9.09,4.7,2.75,1.88,1.6,1.6,1.06,8.0,13.0,7.0,73.0,110.0,106.0,0.5344,0.5616,0.8471,0.4431,0.112,0.2756,2.0,18.0,18.0,training-validation_set_pair,0.982961,pair
UB-UBE2D1-MDM2,UBE2D1,MDM2,P51668,Q00987,7.391935348510742,4.427412509918213,-38.385,-59.055,-50.282,1861.672,2935.784,2477.789,1115.118,1712.261,1392.146,746.554,1223.522,1085.643,0.786643,0.653185,0.750032,False,19.89,4.36,12.12,3.74,2.31,2.02,1.26,1.25,1.15,4.0,8.0,8.0,64.0,110.0,102.0,0.7093,0.7813,0.8608,0.5287,0.1543,0.2741,7.0,13.0,13.0,training-validation_set_pair,0.8968726,pair
UB-UBE2D1-RING1,UBE2D1,RING1,P51668,Q06587,7.210371971130371,4.186846733093262,-52.999,-75.144,-63.678,1986.031,3043.059,2578.188,959.88,1580.787,1279.584,1026.151,1462.272,1298.604,0.608284,0.492371,0.755837,True,16.28,15.82,11.6,4.45,4.27,2.35,1.97,1.78,1.07,11.0,14.0,11.0,72.0,114.0,107.0,0.5957,0.5186,0.8196,0.5364,0.1575,0.3479,4.0,23.0,24.0,training-validation_set_pair,0.9873812,pair
UB-UBE2D1-TRIM32,UBE2D1,TRIM32,P51668,Q13049,7.287938117980957,4.347935676574707,-43.712,-69.117,-49.52,2213.326,3245.179,2526.657,1241.163,1821.337,1417.826,972.163,1423.843,1108.831,0.539391,0.371437,0.637062,False,21.3,12.69,10.54,5.58,4.91,2.58,2.14,2.15,1.54,12.0,13.0,11.0,77.0,122.0,102.0,0.4675,0.3986,0.4432,0.488,0.1048,0.2149,5.0,13.0,14.0,training-validation_set_pair,0.8405385,pair
UB-UBE2D1-MKRN3,UBE2D1,MKRN3,P51668,Q13064,7.200740337371826,4.017002105712891,-53.553,-84.647,-57.499,2148.565,3362.284,2381.985,1317.233,1977.144,1336.991,831.333,1385.14,1044.994,0.7539,0.633114,0.803191,True,11.97,4.23,9.61,3.12,2.08,1.83,1.17,1.19,0.97,5.0,10.0,9.0,70.0,119.0,102.0,0.7751,0.8204,0.8917,0.5932,0.1432,0.3647,5.0,12.0,12.0,training-validation_set_pair,0.9248195,pair
UB-UBE2D1-CBLB,UBE2D1,CBLB,P51668,Q13191,7.273219108581543,3.9236345291137695,-54.032,-75.53,-62.587,2108.925,3021.128,2657.464,1202.525,1668.186,1518.771,906.4,1352.942,1138.693,0.802029,0.715047,0.792876,True,14.51,7.54,10.98,2.85,2.65,2.51,1.14,1.14,0.97,9.0,13.0,12.0,81.0,123.0,105.0,0.82,0.782,0.8182,0.5996,0.1478,0.3138,6.0,17.0,17.0,training-validation_set_nonpair,0.9253042,pair
UB-UBE2D1-BIRC3,UBE2D1,BIRC3,P51668,Q13489,7.194039821624756,4.030341625213623,-43.418,-67.722,-52.835,1832.502,2911.11,2442.212,1058.745,1595.789,1326.248,773.757,1315.321,1115.964,0.739722,0.645168,0.77606,False,19.12,5.21,9.02,3.72,2.33,1.88,1.4,1.22,1.08,9.0,15.0,8.0,67.0,113.0,102.0,0.6944,0.7683,0.8854,0.5361,0.1634,0.2965,7.0,17.0,13.0,training-validation_set_pair,0.95913094,pair
UB-UBE2D1-BIRC2,UBE2D1,BIRC2,P51668,Q13490,7.226016044616699,4.164675712585449,-51.615,-68.693,-60.178,2503.356,2883.444,3017.279,1262.789,1577.342,1508.311,1240.568,1306.101,1508.968,0.722642,0.629529,0.761548,True,18.38,19.45,8.64,3.7,6.63,1.93,1.45,1.29,1.13,14.0,16.0,18.0,88.0,114.0,123.0,0.6934,0.2218,0.8709,0.5216,0.2377,0.313,10.0,17.0,18.0,training-validation_set_pair,0.97845066,pair
UB-UBE2D1-TRIM25,UBE2D1,TRIM25,P51668,Q14258,7.251499176025391,4.131806373596191,-50.364,-67.052,-58.584,1953.632,2970.22,2577.595,1129.184,1772.524,1314.271,824.448,1197.696,1263.325,0.806867,0.697093,0.818918,True,18.27,14.16,8.73,3.39,2.65,1.66,1.15,0.99,0.96,6.0,9.0,9.0,69.0,113.0,106.0,0.771,0.7686,0.9026,0.5888,0.2124,0.3258,5.0,18.0,19.0,training-validation_set_pair,0.875777,pair
UB-UBE2D1-MEX3C,UBE2D1,MEX3C,P51668,Q5U5Q3,7.216935634613037,4.220813751220703,-39.606,-65.209,-55.73,1640.492,2879.337,2338.731,1000.246,1703.588,1316.577,640.245,1175.749,1022.154,0.74557,0.619195,0.700402,False,20.77,4.44,11.48,4.13,2.19,2.23,1.43,1.26,1.26,4.0,9.0,7.0,64.0,111.0,95.0,0.6456,0.7643,0.808,0.5299,0.1002,0.2295,6.0,15.0,15.0,training-validation_set_nonpair,0.9200553,pair
UB-UBE2D1-RNF123,UBE2D1,RNF123,P51668,Q5XPI4,7.374770641326904,4.0116963386535645,-41.762,-67.42,-51.979,1620.434,2924.333,2326.729,1030.57,1691.488,1293.498,589.865,1232.844,1033.232,0.75931,0.639525,0.737126,False,18.41,4.22,11.32,3.6,2.02,2.13,1.33,1.16,1.09,4.0,11.0,9.0,65.0,115.0,98.0,0.7125,0.794,0.8358,0.5756,0.1241,0.2147,5.0,13.0,12.0,training-validation_set_pair,0.8700267,pair
UB-UBE2D1-LRSAM1,UBE2D1,LRSAM1,P51668,Q6UWE0,7.23486328125,4.152056217193604,-49.868,-73.133,-58.793,1542.388,2747.894,2335.927,948.878,1487.002,1247.297,593.51,1260.892,1088.63,0.79287,0.630363,0.784717,True,11.4,5.04,8.37,2.82,2.11,1.78,1.02,1.19,1.04,8.0,15.0,13.0,60.0,111.0,102.0,0.7977,0.7625,0.8868,0.5958,0.1395,0.2831,4.0,18.0,18.0,training-validation_set_pair,0.8601413,pair
UB-UBE2D1-TRIM50,UBE2D1,TRIM50,P51668,Q86XT4,7.233032703399658,4.037303924560547,-48.586,-70.781,-57.034,2113.666,3036.759,2720.83,1236.096,1772.885,1532.448,877.569,1263.874,1188.382,0.803993,0.702975,0.81232,True,18.17,7.9,9.04,3.37,2.42,1.93,1.17,1.02,0.99,6.0,11.0,9.0,70.0,117.0,105.0,0.7649,0.7549,0.8306,0.5837,0.2041,0.3293,9.0,14.0,18.0,training-validation_set_pair,0.991146,pair
UB-UBE2D1-SIAH1,UBE2D1,SIAH1,P51668,Q8IUQ4,7.218341827392578,4.131982326507568,-44.629,-66.55,-57.013,1737.836,2876.898,2489.24,982.397,1581.079,1252.234,755.439,1295.818,1237.006,0.797778,0.708224,0.786932,True,18.09,3.79,9.66,3.3,1.8,1.88,1.18,1.05,1.01,9.0,10.0,11.0,64.0,112.0,102.0,0.7628,0.8399,0.8302,0.5844,0.1571,0.2516,2.0,15.0,15.0,training-validation_set_pair,0.9429069,pair
UB-UBE2D1-RNF168,UBE2D1,RNF168,P51668,Q8IYW5,7.254539966583252,4.078400611877441,-53.303,-71.026,-59.012,2033.856,2993.192,2642.679,1160.947,1746.401,1450.786,872.909,1246.791,1191.893,0.779599,0.692423,0.785476,True,18.02,23.69,8.61,3.51,3.72,1.97,1.24,1.17,0.98,10.0,11.0,11.0,72.0,115.0,107.0,0.7429,0.6114,0.8437,0.5792,0.1382,0.3489,2.0,17.0,19.0,training-validation_set_pair,0.9964986,pair
UB-UBE2D1-ZNRF1,UBE2D1,ZNRF1,P51668,Q8ND25,7.176379680633545,4.85579252243042,-45.859,-78.358,-57.111,1747.305,2860.269,2378.881,931.42,1644.813,1243.166,815.885,1215.456,1135.715,0.616977,0.41683,0.727533,False,18.12,15.49,10.52,4.24,4.5,2.32,1.59,2.43,1.24,8.0,11.0,11.0,65.0,112.0,95.0,0.5716,0.4282,0.7772,0.5003,0.0672,0.2601,4.0,13.0,14.0,training-validation_set_pair,0.6336562,pair
UB-UBE2D1-ZNRF2,UBE2D1,ZNRF2,P51668,Q8NHG8,7.204688549041748,4.914783477783203,-44.421,-79.252,-52.699,1629.786,2913.3,2280.986,911.13,1605.551,1159.404,718.657,1307.75,1121.582,0.573093,0.37761,0.733275,False,18.12,6.34,12.36,4.56,3.94,2.43,1.66,2.86,1.22,6.0,13.0,11.0,62.0,110.0,92.0,0.541,0.3845,0.7725,0.4877,0.0679,0.3,4.0,15.0,16.0,training-validation_set_pair,0.53748596,pair
UB-UBE2D1-COP1,UBE2D1,COP1,P51668,Q8NHY2,7.263469696044922,4.137866497039795,-58.16,-80.139,-65.955,1843.397,3015.724,2578.021,882.107,1487.899,1341.51,961.289,1527.825,1236.511,0.79612,0.632979,0.802088,False,13.61,23.92,7.96,3.11,3.22,1.78,1.22,1.1,0.99,11.0,15.0,10.0,65.0,112.0,105.0,0.7723,0.7082,0.8752,0.5991,0.195,0.2774,6.0,19.0,22.0,training-validation_set_pair,0.9623368,pair
UB-UBE2D1-DTX3L,UBE2D1,DTX3L,P51668,Q8TDB6,7.334118366241455,4.022949695587158,-52.944,-79.391,-51.633,1687.045,2950.35,2281.665,961.029,1690.971,1281.673,726.016,1259.38,999.991,0.736531,0.638194,0.770127,False,20.81,6.22,9.2,4.44,2.39,1.82,1.4,1.23,1.11,8.0,13.0,7.0,61.0,109.0,96.0,0.6292,0.7651,0.8626,0.5364,0.119,0.2705,7.0,20.0,20.0,training-validation_set_pair,0.9975248,pair
UB-UBE2D1-RNF128,UBE2D1,RNF128,P51668,Q8TEB7,7.244287967681885,4.001838684082031,-54.727,-80.438,-66.067,1907.474,2969.059,2585.555,1128.384,1654.772,1344.414,779.09,1314.287,1241.141,0.806122,0.665521,0.781489,False,12.05,5.93,9.66,2.75,2.09,1.72,1.07,1.11,1.02,8.0,16.0,14.0,64.0,113.0,105.0,0.8144,0.8229,0.8817,0.6107,0.2244,0.2699,7.0,20.0,22.0,training-validation_set_pair,0.894547,pair
UB-UBE2D1-MYLIP,UBE2D1,MYLIP,P51668,Q8WY64,7.220168113708496,4.034082889556885,-41.465,-69.445,-65.592,1661.254,2862.031,2315.49,923.933,1615.047,1281.03,737.321,1246.984,1034.461,0.773368,0.645263,0.761759,True,12.34,5.64,9.9,3.07,2.49,2.02,1.2,1.16,1.14,8.0,15.0,15.0,66.0,114.0,98.0,0.7812,0.7853,0.8758,0.5912,0.1475,0.2677,5.0,14.0,13.0,training-validation_set_pair,0.45792234,pair
UB-UBE2D1-TRIM63,UBE2D1,TRIM63,P51668,Q969Q1,7.23731803894043,4.083742141723633,-49.502,-68.21,-58.845,1975.384,2927.485,2611.65,1070.44,1708.97,1309.227,904.944,1218.515,1302.423,0.771354,0.654323,0.771203,True,18.3,12.74,8.88,3.59,2.67,1.89,1.3,1.12,1.09,10.0,11.0,11.0,70.0,111.0,105.0,0.723,0.7599,0.8655,0.5676,0.1964,0.321,5.0,16.0,17.0,training-validation_set_pair,0.98883504,pair
UB-UBE2D1-MUL1,UBE2D1,MUL1,P51668,Q969V5,7.272866249084473,3.933316469192505,-48.224,-73.864,-60.683,1815.195,2893.279,2456.01,1112.782,1760.238,1384.73,702.413,1133.04,1071.28,0.780535,0.625391,0.767705,True,14.75,20.98,10.58,3.03,4.12,1.94,1.17,1.39,1.08,5.0,12.0,11.0,67.0,115.0,101.0,0.7793,0.5768,0.8576,0.5787,0.1454,0.3039,4.0,15.0,16.0,training-validation_set_pair,0.9754146,pair
UB-UBE2D1-RNF25,UBE2D1,RNF25,P51668,Q96BH1,7.126624584197998,4.487255573272705,-51.191,-71.63,-60.494,2191.605,3205.932,2466.074,1177.785,1767.067,1257.181,1013.82,1438.865,1208.894,0.778566,0.643823,0.752379,True,19.02,9.13,2.65,4.02,2.65,1.58,1.28,1.15,1.15,9.0,15.0,12.0,72.0,117.0,102.0,0.6474,0.7081,0.7909,0.5133,0.1671,0.2724,7.0,15.0,19.0,training-validation_set_pair,0.98847723,pair
UB-UBE2D1-CHFR,UBE2D1,CHFR,P51668,Q96EP1,7.245416164398193,4.059362411499023,-59.855,-80.289,-61.66,2044.102,3006.136,2543.62,1065.984,1580.245,1395.378,978.118,1425.892,1148.242,0.796645,0.713601,0.800448,True,16.89,7.87,9.05,3.3,2.36,1.81,1.21,1.01,1.03,15.0,17.0,12.0,70.0,117.0,103.0,0.7616,0.8034,0.8728,0.5803,0.1955,0.2908,9.0,18.0,19.0,training-validation_set_pair,0.9879792,pair
UB-UBE2D1-RNF125,UBE2D1,RNF125,P51668,Q96EQ8,7.296586513519287,4.093167304992676,-56.935,-71.232,-61.747,2263.221,3400.738,2452.583,1254.074,1844.986,1357.698,1009.146,1555.752,1094.885,0.795602,0.715375,0.792939,True,18.78,3.57,19.22,3.37,1.8,3.35,1.18,1.04,1.03,10.0,13.0,13.0,73.0,123.0,101.0,0.7659,0.8628,0.7408,0.5882,0.1648,0.3724,13.0,20.0,18.0,training-validation_set_pair,0.8997105,pair
UB-UBE2D1-RNF170,UBE2D1,RNF170,P51668,Q96K19,7.215635776519775,4.041346549987793,-61.289,-76.02,-65.178,2030.362,2923.495,2630.978,1199.399,1710.868,1375.583,830.964,1212.627,1255.395,0.80896,0.727773,0.812875,True,16.03,12.48,9.1,3.13,2.48,1.8,1.18,0.97,0.99,9.0,11.0,12.0,72.0,114.0,108.0,0.7906,0.7394,0.8602,0.5864,0.2187,0.3306,4.0,13.0,14.0,training-validation_set_nonpair,0.34016433,nonpair
UB-UBE2D1-RCHY1,UBE2D1,RCHY1,P51668,Q96PM5,7.294147968292236,4.045524597167969,-57.421,-74.225,-63.112,2097.853,2866.907,2674.988,1272.631,1671.27,1542.059,825.222,1195.637,1132.929,0.764907,0.633091,0.762551,False,18.31,7.16,9.91,3.76,2.56,2.06,1.28,1.32,1.11,7.0,10.0,9.0,74.0,110.0,111.0,0.6989,0.7311,0.8114,0.5423,0.2558,0.3112,8.0,15.0,17.0,training-validation_set_pair,0.9974458,pair
UB-UBE2D1-UHRF2,UBE2D1,UHRF2,P51668,Q96PU4,7.352783679962158,4.121926307678223,-50.235,-64.511,-67.352,2076.268,2884.235,2764.163,1029.008,1632.699,1351.123,1047.259,1251.536,1413.039,0.803562,0.762364,0.758262,True,17.27,3.83,12.59,3.14,1.97,2.17,1.18,1.04,1.21,11.0,10.0,13.0,76.0,115.0,112.0,0.7772,0.8554,0.8505,0.5843,0.2227,0.3604,7.0,17.0,20.0,training-validation_set_pair,0.7340132,pair
UB-UBE2D1-UHRF1,UBE2D1,UHRF1,P51668,Q96T88,7.343250274658203,4.147707462310791,-43.611,-68.975,-64.803,2102.497,2934.174,2659.335,1113.904,1635.29,1391.613,988.593,1298.884,1267.722,0.8037,0.757362,0.764043,True,17.67,4.04,10.94,3.16,1.91,2.06,1.18,1.09,1.16,10.0,14.0,14.0,73.0,115.0,108.0,0.7824,0.871,0.8547,0.5794,0.2044,0.3083,6.0,17.0,17.0,training-validation_set_pair,0.93361384,pair
UB-UBE2D1-RNF2,UBE2D1,RNF2,P51668,Q99496,7.322981834411621,4.550146102905273,-54.613,-68.32,-55.059,2204.579,3202.453,2533.415,1193.698,1798.27,1260.798,1010.882,1404.183,1272.617,0.757691,0.642918,0.793635,True,21.53,16.36,21.59,4.53,3.34,3.53,1.32,1.15,1.04,9.0,12.0,9.0,77.0,116.0,104.0,0.63,0.6791,0.6568,0.5151,0.1852,0.3664,5.0,20.0,21.0,training-validation_set_pair,0.98687345,pair
UB-UBE2D1-RNF126,UBE2D1,RNF126,P51668,Q9BV68,7.267887592315674,3.8685803413391113,-50.525,-74.727,-59.431,2028.375,2977.796,2546.698,1038.308,1704.772,1346.924,990.066,1273.024,1199.775,0.781228,0.675776,0.771013,True,19.48,6.3,21.08,3.9,2.57,2.82,1.24,1.13,1.07,8.0,11.0,11.0,70.0,113.0,102.0,0.6888,0.7169,0.8249,0.5514,0.1899,0.2933,12.0,24.0,26.0,training-validation_set_pair,0.9977684,pair
UB-UBE2D1-TRIM31,UBE2D1,TRIM31,P51668,Q9BZY9,7.2712249755859375,4.207338333129883,-48.443,-67.884,-56.287,1829.599,2852.84,2516.128,962.81,1512.842,1314.55,866.789,1339.997,1201.578,0.791964,0.657742,0.800625,False,19.41,3.91,12.39,3.76,2.11,2.44,1.2,1.1,1.01,6.0,11.0,9.0,66.0,111.0,105.0,0.7174,0.7945,0.8086,0.5686,0.2015,0.2672,7.0,15.0,17.0,training-validation_set_pair,0.9973041,pair
UB-UBE2D1-TRIM7,UBE2D1,TRIM7,P51668,Q9C029,7.278665065765381,4.022718906402588,-48.692,-66.173,-59.579,1869.568,2875.059,2660.584,1039.483,1659.526,1425.98,830.085,1215.532,1234.604,0.797322,0.652402,0.786866,True,16.88,6.43,10.71,3.28,2.54,1.91,1.17,1.07,1.06,9.0,9.0,12.0,71.0,113.0,109.0,0.7796,0.7734,0.8422,0.5815,0.2108,0.2556,4.0,11.0,12.0,training-validation_set_pair,0.8347751,pair
UB-UBE2D1-TRIM2,UBE2D1,TRIM2,P51668,Q9C040,7.300394058227539,4.184151649475098,-44.258,-69.854,-62.634,1847.689,2862.375,2529.421,1080.429,1597.901,1340.012,767.26,1264.474,1189.41,0.719885,0.598762,0.764543,True,13.01,12.65,8.87,3.46,2.93,1.8,1.37,1.24,1.06,8.0,13.0,13.0,63.0,109.0,103.0,0.7292,0.7234,0.8607,0.5741,0.1537,0.2456,5.0,16.0,18.0,training-validation_set_pair,0.94137853,pair
