PDB_ID,E2_UniProtIDs,E3_UniProtIDs,Ub_UniProtIDs,Number_of_Distinct_Protein_Entities,Resolution_Method,Refinement_Resolution,Release_Date,Nonpolymer_Entities,Entity_ID,Source_Organism,Gene_Name,Macromolecule_Name,Accession_Codes,EC_Number,E2_Gene_Names,E3_Gene_Names,ubiquitin_in_structure
7BOL,P62837,,,1.0,X-ray refinement,1.797,3/19/2020,,1,1:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B",1:Ubiquitin-conjugating enzyme E2 D2,1:P62837,"1:2.3.2.23,2.3.2.24",UBE2D2,,No
9GLS,P62837,,,1.0,X-ray refinement,1.25,8/28/2024,,1,1:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B",1:Ubiquitin-conjugating enzyme E2 D2,1:P62837,"1:2.3.2.23,2.3.2.24",UBE2D2,,No
1W4U,P62837,,,1.0,,,7/29/2004,,1,1:HOMO SAPIENS,,1:UBIQUITIN-CONJUGATING ENZYME E2-17 KDA 2,1:P51669,1:6.3.2.19,UBE2D2,,No
2ESP,P62837,,,1.0,X-ray refinement,1.52,10/26/2005,"(4S)-2-METHYL-2,4-PENTANEDIOL,CHLORIDE ION",1,1:Homo sapiens,"1:UBE2D2, UBC4, UBCH5B",1:Ubiquitin-conjugating enzyme E2 D2,1:P62837,1:6.3.2.19,UBE2D2,,No
8VK8,P62837,,,2.0,X-ray refinement,2.99,1/8/2024,,"1, 2",1:Homo sapiens|2:synthetic construct,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B",1:Ubiquitin-conjugating enzyme E2 D2|2:Ubiquitin variant D2.1,1:P62837,"1:2.3.2.23,2.3.2.24",UBE2D2,,No
8TAR,O00762,Q9NYG5,,17.0,EM: FSC 0.143 CUT-OFF,4.0,6/27/2023,ZINC ION,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens|4:Homo sapiens|5:Homo sapiens|6:Homo sapiens|7:Homo sapiens|8:Homo sapiens|9:Homo sapiens|10:Homo sapiens|11:Homo sapiens|12:Homo sapiens|13:Homo sapiens|14:Homo sapiens|15:Homo sapiens|16:Homo sapiens|17:Homo sapiens,"1:ANAPC1|2:CCNB1, CCNB|3:ANAPC11, HSPC214|4:ANAPC15|5:CDC26, ANAPC12, C9orf17|6:ANAPC16, C10orf104, CENP-27|7:ANAPC4, APC4|8:CDC27, ANAPC3, D0S1430E, D17S978E|9:CDC16, ANAPC6|10:ANAPC10, APC10|11:ANAPC13|12:ANAPC2, APC2, KIAA1406|13:ANAPC5, APC5|14:UBE2C|15:FZR1|16:CDC23, ANAPC8|17:ANAPC7, APC7",1:Anaphase-promoting complex subunit 1|2:G2/mitotic-specific cyclin-B1|3:Anaphase-promoting complex subunit 11|4:Anaphase-promoting complex subunit 15|5:Anaphase-promoting complex subunit CDC26|6:Anaphase-promoting complex subunit 16|7:Anaphase-promoting complex subunit 4|8:Cell division cycle protein 27 homolog|9:Cell division cycle protein 16 homolog|10:Anaphase-promoting complex subunit 10|11:Anaphase-promoting complex subunit 13|12:Anaphase-promoting complex subunit 2|13:Anaphase-promoting complex subunit 5|14:Ubiquitin-conjugating enzyme E2 C|15:Fizzy-related protein homolog|16:Cell division cycle protein 23 homolog|17:Anaphase-promoting complex subunit 7,1:Q9H1A4|2:P14635|3:Q9NYG5|4:P60006|5:Q8NHZ8|6:Q96DE5|7:Q9UJX5|8:P30260|9:Q13042|10:Q9UM13|11:Q9BS18|12:Q9UJX6|13:Q9UJX4|14:O00762|15:Q9UM11|16:Q9UJX2|17:Q9UJX3,,UBE2C,ANAPC11,No
8JWU,P62837,,,1.0,X-ray refinement,3.58,6/29/2023,ZINC ION,1,1:Mus musculus,1:Phf7,"1:PHD finger protein 7,Ubiquitin-conjugating enzyme E2 D2","1:Q9DAG9,P62837","1:2.3.2.23,2.3.2.24",UBE2D2,,No
4WZ3,P62837,,,2.0,X-ray refinement,2.7,11/18/2014,,"1, 2",1:Homo sapiens|2:Legionella pneumophila,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:lubX, lpp2887",1:Ubiquitin-conjugating enzyme E2 D2|2:E3 ubiquitin-protein ligase LubX,1:P62837|2:Q5X159,1:6.3.2.19|2:6.3.2.-,UBE2D2,,No
8VK9,P62837,,,2.0,X-ray refinement,2.0,1/8/2024,GLYCEROL,"1, 2",1:Homo sapiens|2:synthetic construct,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B",1:Ubiquitin-conjugating enzyme E2 D2|2:Ubiquitin variant D2.3,1:P62837,"1:2.3.2.23,2.3.2.24",UBE2D2,,No
1UR6,P62837,O95628,,2.0,,,10/27/2003,ZINC ION,"1, 2",,,1:UBIQUITIN-CONJUGATING ENZYME E2-17 KDA 2|2:POTENTIAL TRANSCRIPTIONAL REPRESSOR NOT4HP,1:P51669|2:O95628,1:6.3.2.19,UBE2D2,CNOT4,No
5D1K,P62837,Q96BH1,,2.0,X-ray refinement,1.78,8/4/2015,"1,2-ETHANEDIOL,DI(HYDROXYETHYL)ETHER,OXALATE ION,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:RNF25",1:Ubiquitin-conjugating enzyme E2 D2|2:E3 ubiquitin-protein ligase RNF25,1:P62837|2:Q96BH1,1:6.3.2.19|2:6.3.2.-,UBE2D2,RNF25,No
3A33,P62837,,,2.0,X-ray refinement,2.2,6/8/2009,GLYCEROL,"1, 2",1:Homo sapiens|2:Homo sapiens,1:UBCH5B,1:Ubiquitin-conjugating enzyme E2 D2|2:Ubiquitin,1:P62837|2:P62988,1:6.3.2.19,UBE2D2,,No
5D1M,P62837,Q96BH1,,2.0,X-ray refinement,1.581,8/4/2015,"1,2-ETHANEDIOL,DI(HYDROXYETHYL)ETHER,OXALATE ION,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:RNF25",1:Ubiquitin-conjugating enzyme E2 D2|2:E3 ubiquitin-protein ligase RNF25,1:P62837|2:Q96BH1,1:6.3.2.19|2:6.3.2.-,UBE2D2,RNF25,No
5D1L,P62837,Q96BH1,,2.0,X-ray refinement,1.618,8/4/2015,"DI(HYDROXYETHYL)ETHER,OXALATE ION,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:RNF25",1:Ubiquitin-conjugating enzyme E2 D2|2:E3 ubiquitin-protein ligase RNF25,1:P62837|2:Q96BH1,1:6.3.2.19|2:6.3.2.-,UBE2D2,RNF25,No
8V0D,P62837,Q86YT6,,1.0,X-ray refinement,2.4,11/17/2023,ZINC ION,1,1:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B",1:Ubch5B-RING3 of MIB1 fusion protein,"1:P62837,Q86YT6","1:2.3.2.23,2.3.2.24,2.3.2.27",UBE2D2,MIB1,No
8GBQ,P62837,Q96EQ8,,2.0,X-ray refinement,1.74,2/27/2023,"GLYCEROL,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:RNF125",1:Ubiquitin-conjugating enzyme E2 D2|2:E3 ubiquitin-protein ligase RNF125,1:P62837|2:Q96EQ8,"1:2.3.2.23,2.3.2.24|2:2.3.2.27",UBE2D2,RNF125,No
8JWJ,P62837,,,2.0,X-ray refinement,2.96,6/29/2023,"(4S)-2-METHYL-2,4-PENTANEDIOL,GLYCEROL,SULFATE ION,ZINC ION","1, 2",1:Mus musculus|2:Homo sapiens,"1:Phf7|2:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B",1:PHD finger protein 7|2:Ubiquitin-conjugating enzyme E2 D2,1:Q9DAG9|2:P62837,"2:2.3.2.23,2.3.2.24",UBE2D2,,No
6W7Z,P62837,Q9NVW2,,2.0,X-ray refinement,1.8,3/19/2020,"GLYCEROL,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:RLIM, RNF12",1:Ubiquitin-conjugating enzyme E2 D2|2:E3 ubiquitin-protein ligase RLIM,1:P62837|2:Q9NVW2,"1:2.3.2.23,2.3.2.24|2:2.3.2.27",UBE2D2,RLIM,No
8GCB,P62837,Q96EQ8,,2.0,X-ray refinement,2.39,3/1/2023,ZINC ION,"1, 2",1:Homo sapiens|2:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:RNF125",1:Ubiquitin-conjugating enzyme E2 D2|2:E3 ubiquitin-protein ligase RNF125,1:P62837|2:Q96EQ8,"1:2.3.2.23,2.3.2.24|2:2.3.2.27",UBE2D2,RNF125,No
4V3L,P62837,Q9H0F5,P0CG48,3.0,X-ray refinement,1.53,10/20/2014,"1,2-ETHANEDIOL,ZINC ION","1, 2, 3",1:HOMO SAPIENS|2:HOMO SAPIENS|3:HOMO SAPIENS,,1:UBIQUITIN-CONJUGATING ENZYME E2 D2|2:POLYUBIQUITIN-C|3:E3 UBIQUITIN-PROTEIN LIGASE RNF38,1:P62837|2:P0CG48|3:Q9H0F5,1:6.3.2.19|3:6.3.2.19,UBE2D2,RNF38,Yes
4V3K,P62837,Q9H0F5,P0CG48,3.0,X-ray refinement,2.04,10/20/2014,"1,2-ETHANEDIOL,CHLORIDE ION,ZINC ION","1, 2, 3",1:HOMO SAPIENS|2:HOMO SAPIENS|3:HOMO SAPIENS,,1:UBIQUITIN-CONJUGATING ENZYME E2 D2|2:POLYUBIQUITIN-C|3:E3 UBIQUITIN-PROTEIN LIGASE RNF38,1:P62837|2:P0CG48|3:Q9H0F5,1:6.3.2.19|3:6.3.2.19,UBE2D2,RNF38,Yes
4AUQ,P62837,Q96CA5,P0CG48,3.0,X-ray refinement,2.176,5/21/2012,ZINC ION,"1, 2, 3",1:HOMO SAPIENS|2:HOMO SAPIENS|3:HOMO SAPIENS,,1:UBIQUITIN-CONJUGATING ENZYME E2 D2|2:BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 7|3:POLYUBIQUITIN-C,1:P62837|2:Q96CA5|3:P0CG48,1:6.3.2.19|2:6.3.2.-,UBE2D2,BIRC7,Yes
5ULF,P62837,,P0CG47,2.0,X-ray refinement,1.8,1/24/2017,GLYCEROL,"1, 2",1:Homo sapiens|2:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:UBB",1:Ubiquitin-conjugating enzyme E2 D2|2:Ubiquitin,1:P62837|2:P0CG47,"1:2.3.2.23,2.3.2.24",UBE2D2,,Yes
4DDI,P62837,,P0CG48,2.0,X-ray refinement,3.802,1/18/2012,,"1, 2",1:Homo sapiens|2:Homo sapiens,"1:UBE2D2, UBC4, UBC5B, UBCH4, UBCH5B, HSPC263, OTB1, OTU1, OTUB1|2:UBC","1:Ubiquitin-conjugating enzyme E2 D2, Ubiquitin thioesterase OTUB1|2:Polyubiquitin-C","1:P62837,Q96FW1|2:P0CG48","1:6.3.2.19, 3.4.19.12",UBE2D2,,Yes
6SQS,P62837,,,3.0,X-ray refinement,1.83,9/4/2019,ZINC ION,"1, 2, 3",1:Felis catus|2:Homo sapiens|3:Homo sapiens,"1:MDM2|2:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|3:RPS27A",1:E3 ubiquitin-protein ligase Mdm2|2:Ubiquitin-conjugating enzyme E2 D2|3:Ubiquitin-40S ribosomal protein S27a,1:Q7YRZ8|2:P62837|3:J3QTR3,"1:2.3.2.27|2:2.3.2.23,2.3.2.24",UBE2D2,,No
4A49,P62837,P22681,,2.0,X-ray refinement,2.214,10/7/2011,"POTASSIUM ION,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:CBL, CBL2, RNF55|2:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B",1:E3 ubiquitin-protein ligase CBL|2:Ubiquitin-conjugating enzyme E2 D2,1:P22681|2:P62837,"1:2.3.2.27|2:2.3.2.23,2.3.2.24",UBE2D2,CBL,No
7R71,P62837,Q6ZSG1,"P0CG48, P0CG48",3.0,X-ray refinement,2.8,6/24/2021,ZINC ION,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:UBC|2:UBC|3:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B","1:Ubiquitin,E3 ubiquitin-protein ligase RNF165|2:Ubiquitin|3:Ubiquitin-conjugating enzyme E2 D2","1:P0CG48,Q6ZSG1|2:P0CG48|3:P62837","1:2.3.2.27|3:2.3.2.23,2.3.2.24",UBE2D2,ARK2C,Yes
6W9D,P62837,Q9NVW2,P0CG48,3.0,X-ray refinement,3.19,3/22/2020,"IODIDE ION,ZINC ION","1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:RLIM, RNF12|3:UBC",1:Ubiquitin-conjugating enzyme E2 D2|2:E3 ubiquitin-protein ligase RLIM|3:Ubiquitin,1:P62837|2:Q9NVW2|3:P0CG48,"1:2.3.2.23,2.3.2.24|2:2.3.2.27",UBE2D2,RLIM,Yes
5D0M,P62837,Q6ZSG1,P0CG47,3.0,X-ray refinement,1.913,8/3/2015,"PHOSPHATE ION,ZINC ION","1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:RNF165|3:UBB",1:Ubiquitin-conjugating enzyme E2 D2|2:RING finger protein 165|3:Polyubiquitin-B,1:P62837|2:Q6ZSG1|3:P0CG47,1:6.3.2.19,UBE2D2,ARK2C,Yes
4LDT,P62837,,"P0CG48, P0CG48",4.0,X-ray refinement,1.901,6/25/2013,"1,2-ETHANEDIOL,MAGNESIUM ION","1, 2, 3, 4",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens|4:Homo sapiens,"1:OTUB1, OTB1, OTU1, HSPC263, C25D7.8, otub-1|2:UBC|3:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|4:UBC",1:Ubiquitin thioesterase otubain-like|2:Ubiquitin aldehyde|3:Ubiquitin-conjugating enzyme E2 D2|4:Ubiquitin,"1:Q96FW1,Q9XVR6|2:P0CG48|3:P62837|4:P0CG48",1:3.4.19.12|3:6.3.2.19,UBE2D2,,Yes
5ULH,P62837,Q6ZSG1,P0CG47,3.0,X-ray refinement,1.95,1/24/2017,"GLYCEROL,THIOCYANATE ION,ZINC ION","1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:UBB|3:RNF165",1:Ubiquitin-conjugating enzyme E2 D2|2:Ubiquitin|3:E3 ubiquitin-protein ligase RNF165,1:P62837|2:P0CG47|3:Q6ZSG1,"1:2.3.2.23,2.3.2.24|3:2.3.2.27",UBE2D2,ARK2C,Yes
5ULK,P62837,Q6ZSG1,P0CG47,3.0,X-ray refinement,2.38,1/24/2017,ZINC ION,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:UBB|3:RNF165",1:Ubiquitin-conjugating enzyme E2 D2|2:Ubiquitin|3:E3 ubiquitin-protein ligase RNF165,1:P62837|2:P0CG47|3:Q6ZSG1,"1:2.3.2.23,2.3.2.24|3:2.3.2.27",UBE2D2,ARK2C,Yes
5ZBU,P62837,O43567,P0CG47,3.0,X-ray refinement,3.2,2/12/2018,ZINC ION,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:RNF13, RZF",1:Ubiquitin-conjugating enzyme E2 D2|2:E3 ubiquitin-protein ligase RNF13|3:Ubiquitin,1:P62837|2:O43567|3:P0CG47,"1:2.3.2.23,2.3.2.24|2:2.3.2.27",UBE2D2,RNF13,Yes
9DNS,P62837,,P0CG48,3.0,EM: FSC 0.143 CUT-OFF,2.8,9/18/2024,,"1, 2, 3",1:Saccharomyces cerevisiae|2:Homo sapiens|3:Homo sapiens,"1:TOM1, SSR2, YDR457W, D8035.1|2:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|3:UBC",1:E3 ubiquitin-protein ligase TOM1|2:Ubiquitin-conjugating enzyme E2 D2|3:Ubiquitin,1:Q03280|2:P62837|3:P0CG48,"1:2.3.2.26|2:2.3.2.23,2.3.2.24",UBE2D2,,Yes
3JVZ,P62837,,,3.0,X-ray refinement,3.3,9/17/2009,,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:UBE2D2, UBC4, UBCH5B|2:NEDD4L, KIAA0439, NEDL3",1:Ubiquitin-conjugating enzyme E2 D2|2:E3 ubiquitin-protein ligase NEDD4-like|3:Ubiquitin,1:P62837|2:Q96PU5|3:P62988,1:6.3.2.19|2:6.3.2.-,UBE2D2,,No
5D0K,P62837,Q6ZSG1,P0CG47,3.0,X-ray refinement,2.65,8/3/2015,ZINC ION,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:RNF165|3:UBB",1:Ubiquitin-conjugating enzyme E2 D2|2:RING finger protein 165|3:Polyubiquitin-B,1:P62837|2:Q6ZSG1|3:P0CG47,1:6.3.2.19,UBE2D2,ARK2C,Yes
6M2C,P62837,Q969V5,,2.0,X-ray refinement,2.702,2/27/2020,ZINC ION,"1, 2",1:Homo sapiens|2:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:MUL1, C1orf166, GIDE, MAPL, MULAN, RNF218",1:Ubiquitin-conjugating enzyme E2 D2|2:Mitochondrial ubiquitin ligase activator of NFKB 1,1:P62837|2:Q969V5,"1:2.3.2.23,2.3.2.24|2:2.3.2.27",UBE2D2,MUL1,No
5EDV,P62837,Q96EP0,P0CG47,3.0,X-ray refinement,3.48,10/22/2015,ZINC ION,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:RNF31, ZIBRA|2:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|3:UBB",1:E3 ubiquitin-protein ligase RNF31|2:Ubiquitin-conjugating enzyme E2 D2|3:Polyubiquitin-B,1:Q96EP0|2:P62837|3:P0CG47,"1:6.3.2.-|2:2.3.2.23,2.3.2.24",UBE2D2,RNF31,Yes
4DDG,P62837,,P0CG48,2.0,X-ray refinement,3.2987,1/18/2012,,"1, 2",1:Homo sapiens|2:Homo sapiens,"1:E2, HSPC263, OTB1, OTU1, OTUB1, UBC4, UBC5B, UBCH4, UBCH5B, UBE2D2|2:UBC","1:Ubiquitin-conjugating enzyme E2 D2, Ubiquitin thioesterase OTUB1|2:Polyubiquitin-C","1:P62837,Q96FW1|2:P0CG48","1:6.3.2.19, 3.4.19.12",UBE2D2,,Yes
3JW0,P62837,,,3.0,X-ray refinement,3.1,9/17/2009,,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:UBE2D2, UBC4, UBCH5B|2:NEDD4L, KIAA0439, NEDL3|3:RPS27A, UBA80, UBCEP1, UBA52, UBCEP2, UBB, UBC",1:Ubiquitin-conjugating enzyme E2 D2|2:E3 ubiquitin-protein ligase NEDD4-like|3:Ubiquitin,1:P62837|2:Q96PU5|3:P62988,1:6.3.2.19|2:6.3.2.-,UBE2D2,,No
5VZW,P62837,P36406,P0CG47,3.0,X-ray refinement,2.278,5/29/2017,ZINC ION,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|3:TRIM23, ARD1, ARFD1, RNF46",1:Ubiquitin-conjugating enzyme E2 D2|2:Ubiquitin|3:E3 ubiquitin-protein ligase TRIM23,1:P62837|2:P0CG47|3:P36406,"1:2.3.2.23, 2.3.2.24",UBE2D2,TRIM23,Yes
6HPR,P62837,Q13490,P0CG47,3.0,X-ray refinement,1.7,9/21/2018,ZINC ION,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:BIRC2, API1, MIHB, RNF48|2:UBB|3:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B",1:Baculoviral IAP repeat-containing protein 2|2:Polyubiquitin-B|3:Ubiquitin-conjugating enzyme E2 D2,1:Q13490|2:P0CG47|3:P62837,"1:2.3.2.27|3:2.3.2.23,2.3.2.24",UBE2D2,BIRC2,Yes
4A4C,P62837,P22681,,3.0,X-ray refinement,2.704,10/8/2011,"CALCIUM ION,ZINC ION","1, 2, 3",1:HOMO SAPIENS|3:HOMO SAPIENS,,1:E3 UBIQUITIN-PROTEIN LIGASE CBL|2:TYROSINE-PROTEIN KINASE ZAP-70|3:UBIQUITIN-CONJUGATING ENZYME E2 D2,1:P22681|2:P43403|3:P62837,1:6.3.2.-|2:2.7.10.2|3:6.3.2.19,UBE2D2,CBL,No
4A4B,P62837,P22681,,3.0,X-ray refinement,2.789,10/8/2011,"CALCIUM ION,ZINC ION","1, 2, 3",1:HOMO SAPIENS|3:HOMO SAPIENS,,1:E3 UBIQUITIN-PROTEIN LIGASE CBL|2:TYROSINE-PROTEIN KINASE ZAP-70|3:UBIQUITIN-CONJUGATING ENZYME E2 D2,1:P22681|2:P43403|3:P62837,1:6.3.2.-|2:2.7.10.2|3:6.3.2.19,UBE2D2,CBL,No
6SQO,P62837,Q00987,,3.0,X-ray refinement,1.41,9/4/2019,"CHLORIDE ION,NITRATE ION,ZINC ION","1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:MDM2|2:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|3:RPS27A",1:E3 ubiquitin-protein ligase Mdm2|2:Ubiquitin-conjugating enzyme E2 D2|3:Ubiquitin-40S ribosomal protein S27a,1:Q00987|2:P62837|3:J3QTR3,"1:2.3.2.27|2:2.3.2.23,2.3.2.24",UBE2D2,MDM2,No
6SQR,P62837,,P0CG48,6.0,X-ray refinement,2.18,9/4/2019,"1,2-ETHANEDIOL,NITRATE ION,ZINC ION","1, 2, 3, 4, 5, 6",1:Felis catus|2:Homo sapiens|3:Homo sapiens|4:Felis catus|5:Felis catus|6:Homo sapiens,"1:MDM2|2:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|3:RPS27A|4:MDM2|5:MDM2|6:UBC",1:E3 ubiquitin-protein ligase Mdm2|2:Ubiquitin-conjugating enzyme E2 D2|3:Ubiquitin-40S ribosomal protein S27a|4:E3 ubiquitin-protein ligase Mdm2|5:E3 ubiquitin-protein ligase Mdm2|6:Polyubiquitin-C,1:Q7YRZ8|2:P62837|3:J3QTR3|4:Q7YRZ8|5:Q7YRZ8|6:P0CG48,"1:2.3.2.27|2:2.3.2.23,2.3.2.24|4:2.3.2.27|5:2.3.2.27",UBE2D2,,Yes
5MNJ,P62837,"Q00987, O15151",P0CG47,4.0,X-ray refinement,2.16,12/13/2016,"SULFATE ION,ZINC ION","1, 2, 3, 4",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens|4:Homo sapiens,"1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|2:UBB|3:MDM2|4:MDM4, MDMX",1:Ubiquitin-conjugating enzyme E2 D2|2:Polyubiquitin-B|3:E3 ubiquitin-protein ligase Mdm2|4:Protein Mdm4,1:P62837|2:P0CG47|3:Q00987|4:O15151,"1:2.3.2.23,2.3.2.24|3:6.3.2.-",UBE2D2,"MDM2,MDM4",Yes
7AI1,P62837,Q00987,P0CG47,3.0,X-ray refinement,2.07,9/25/2020,"1,2-ETHANEDIOL,CHLORIDE ION,ZINC ION","1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:MDM2|2:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|3:UBB",1:E3 ubiquitin-protein ligase Mdm2|2:Ubiquitin-conjugating enzyme E2 D2|3:Polyubiquitin-B,1:Q00987|2:P62837|3:P0CG47,"1:2.3.2.27|2:2.3.2.23,2.3.2.24",UBE2D2,MDM2,Yes
7AI0,P62837,Q00987,P0CG47,3.0,X-ray refinement,1.559,9/25/2020,"1,2-ETHANEDIOL,CHLORIDE ION,ZINC ION","1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:MDM2|2:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|3:UBB",1:E3 ubiquitin-protein ligase Mdm2|2:Ubiquitin-conjugating enzyme E2 D2|3:Polyubiquitin-B,1:Q00987|2:P62837|3:P0CG47,"1:2.3.2.27|2:2.3.2.23,2.3.2.24",UBE2D2,MDM2,Yes
3ZNI,P62837,Q13191,P0CG48,4.0,X-ray refinement,2.21,2/14/2013,"1,2-ETHANEDIOL,CALCIUM ION,ZINC ION","1, 2, 3, 4",1:HOMO SAPIENS|3:HOMO SAPIENS|4:HOMO SAPIENS,,1:E3 UBIQUITIN-PROTEIN LIGASE CBL-B|2:TYROSINE-PROTEIN KINASE ZAP-70|3:UBIQUITIN-CONJUGATING ENZYME E2 D2|4:POLYUBIQUITIN-C,1:Q13191|2:P43403|3:P62837|4:P0CG48,1:6.3.2.19|2:2.7.10.2|3:6.3.2.19,UBE2D2,CBLB,Yes
6TTU,P62837,P62877,P0CG48,8.0,EM: FSC 0.143 CUT-OFF,3.7,12/30/2019,ZINC ION,"1, 2, 3, 4, 5, 6, 7, 8",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens|4:Homo sapiens|5:Homo sapiens|6:Homo sapiens|7:Homo sapiens,"1:BTRC, BTRCP, FBW1A, FBXW1A|2:SKP1, EMC19, OCP2, SKP1A, TCEB1L|3:CUL1|4:NEDD8|5:RBX1, RNF75, ROC1|6:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B|7:UBC",1:F-box/WD repeat-containing protein 1A|2:S-phase kinase-associated protein 1|3:Cullin-1|4:NEDD8|5:E3 ubiquitin-protein ligase RBX1|6:Ubiquitin-conjugating enzyme E2 D2|7:Polyubiquitin-C|8:CYS-LYS-LYS-ALA-ARG-HIS-ASP-SEP-GLY,1:Q9Y297|2:P63208|3:Q13616|4:Q15843|5:P62877|6:P62837|7:P0CG48,"5:2.3.2.27,2.3.2.32|6:2.3.2.23,2.3.2.24",UBE2D2,RBX1,Yes
5EGG,P61077,,,1.0,X-ray refinement,1.76,10/27/2015,,1,1:Homo sapiens,"1:UBE2D3, UBC5C, UBCH5C",1:Ubiquitin-conjugating enzyme E2 D3,1:P61077,"1:2.3.2.23,2.3.2.24",UBE2D3,,No
1X23,P61077,,,1.0,X-ray refinement,1.85,4/19/2005,,1,1:Homo sapiens,,1:Ubiquitin-conjugating enzyme E2 D3,1:P61077,1:6.3.2.19,UBE2D3,,No
